,omp 150 50,sycl 150 50,cuda 150 50
Runtime,5868409470.0,2903935530.0,1965471905.0
HtoD copy time,5275100.0,5445705.0,5541285.0
DtoH copy time,792025745.0,16350.0,16730.0
Instructions Executed,867788423933.6365,595931133811.1913,565271358817.7773
IPC,2.3332956152757887,2.5731117397453813,2.333479490806199
Shared Memory Stores,76782363840.0,29531678400.0,29531678400.0
Shared Memory Loads,45626443128.0,33223138200.0,29531678400.0
Shared Memory Store Bank Conflicts,7820832.0,12623132.0,11839924.0
Shared Memory Load Bank Conflicts,21050946.0,38564175.0,10188934.0
Global Memory Load Instructions,25840218600.0,25840218600.0,25840218600.0
Global Memory Store Instructions,147658392.0,147658392.0,147658392.0
Global Memory Load (MB),35149.53999999932,39699.31999999963,39319.57000000034
Global Memory Store (MB),11562.579999999956,12762.709999999815,12614.310000000001
Global Memory Load Throughput (GB/s),9.065035360678989,15.496166902404745,14.964427157001184
Global Memory Store Throughput (GB/s),2.9999999999999845,4.702786421499292,4.495558698726986
Global Memory Load Bank Conflicts,1716493.0,3103866.0,2486384.0
Global Memory Store Bank Conflicts,349999.0,603654.0,913809.0
L1 Cache Accesses (Bytes),834112.8200000027,919990.38,909734.2500000013
L1 Cache Hits (%),94.38476661952,94.3843847241876,94.38502121640825
L1 Cache Throughput (GB/s),217.40390381895315,338.87145685997143,324.3649080622348
L2 Cache Accesses (Bytes),47895.4299999994,54531.43000000114,54111.27000000109
L2 Cache Hits (%),26.51571428571418,25.795219236209228,25.7667185289955
L2 Cache Throughput (GB/s),12.292630834512002,22.241301272984774,21.646633663365996
#Divergent Branches,147693392.0,0.0,0.0
Warp Stalls - Barrier Not Issued,35361135.0,7676477.0,12890860.0
Warp Stalls - Branch Resolving Not Issued,786059.0,191757.0,428095.0
Warp Stalls - Dispatch Stall Not Issued,112093.0,43286.0,144429.0
Warp Stalls - Drain Not Issued,56854.0,55530.0,117951.0
Warp Stalls - IMC Miss Not Issued,16605.0,12063.0,28609.0
Warp Stalls - LG Throttle Not Issued,1086899.0,294296.0,584868.0
Warp Stalls - Long Scoreboard Not Issued,278586.0,939495.0,1536295.0
Warp Stalls - Math Pipe Throttle Not Issued,2237918.0,1255950.0,5763237.0
Warp Stalls - Membar Not Issued,0.0,0.0,0.0
Warp Stalls - MIO Throttle Not Issued,11806466.0,5209699.0,8267529.0
Warp Stalls - Misc Not Issued,17148.0,8255.0,55318.0
Warp Stalls - No Instructions Not Issued,151487.0,49686.0,108549.0
Warp Stalls - Not Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Selected Not Issued,0.0,0.0,0.0
Warp Stalls - Short Scoreboard Not Issued,844950.0,335326.0,785326.0
Warp Stalls - Sleeping Not Issued,0.0,0.0,0.0
Warp Stalls - TEX Throttle Not Issued,1069675.0,1243.0,2538.0
Warp Stalls - Wait Not Issued,4314658.0,1984959.0,3689508.0
Occupancy,66659.13999999994,44551.3600000002,46158.660000000156
#Threads,,,1024.0
#Teams,,,210938.0
